"sub_region_2","date","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","date_of_interest"
"New York County",2020-05-31,-77,-33,-26,-67,-32,11,2020-05-31
"New York County",2020-06-01,-76,-38,-42,-71,-68,25,2020-06-01
"New York County",2020-06-02,-78,-38,-38,-72,-69,27,2020-06-02
"New York County",2020-06-03,-79,-40,-47,-73,-69,27,2020-06-03
"New York County",2020-06-04,-78,-35,-36,-72,-68,26,2020-06-04
"New York County",2020-06-05,-80,-41,-60,-73,-67,28,2020-06-05
"New York County",2020-06-06,-78,-32,-28,-66,-31,12,2020-06-06
"New York County",2020-06-07,-76,-32,-20,-65,-31,9,2020-06-07
"New York County",2020-06-08,-74,-35,-32,-68,-65,23,2020-06-08
"New York County",2020-06-09,-74,-33,-26,-69,-66,23,2020-06-09
"New York County",2020-06-10,-75,-33,-30,-69,-66,23,2020-06-10
"New York County",2020-06-11,-77,-36,-47,-71,-67,26,2020-06-11
"New York County",2020-06-12,-74,-31,-35,-67,-63,23,2020-06-12
"New York County",2020-06-13,-74,-26,-13,-62,-25,9,2020-06-13
"New York County",2020-06-14,-74,-31,-20,-63,-27,9,2020-06-14
"New York County",2020-06-15,-73,-34,-36,-67,-65,23,2020-06-15
"New York County",2020-06-16,-73,-30,-25,-67,-65,23,2020-06-16
"New York County",2020-06-17,-73,-32,-28,-67,-65,23,2020-06-17
"New York County",2020-06-18,-73,-30,-31,-67,-65,23,2020-06-18
"New York County",2020-06-19,-73,-31,-29,-65,-63,21,2020-06-19
"New York County",2020-06-20,-74,-27,-18,-61,-24,8,2020-06-20
"New York County",2020-06-21,-74,-32,-23,-62,-25,7,2020-06-21
"New York County",2020-06-22,-69,-35,-33,-65,-66,21,2020-06-22
"New York County",2020-06-23,-68,-28,-23,-64,-65,21,2020-06-23
"New York County",2020-06-24,-69,-29,-25,-63,-64,21,2020-06-24
"New York County",2020-06-25,-68,-27,-24,-63,-64,21,2020-06-25
"New York County",2020-06-26,-69,-30,-31,-62,-62,20,2020-06-26
"New York County",2020-06-27,-72,-29,-37,-60,-27,9,2020-06-27
"New York County",2020-06-28,-69,-30,-25,-58,-24,8,2020-06-28
"New York County",2020-06-29,-65,-32,-31,-62,-63,20,2020-06-29
"New York County",2020-06-30,-65,-30,-26,-63,-64,21,2020-06-30
"New York County",2020-07-01,-66,-29,-33,-63,-64,20,2020-07-01
"New York County",2020-07-02,-63,-23,-20,-61,-63,18,2020-07-02
"New York County",2020-07-03,-71,-34,-49,-68,-70,21,2020-07-03
"New York County",2020-07-04,-73,-38,-13,-62,-32,6,2020-07-04
"New York County",2020-07-05,-70,-35,-32,-59,-29,5,2020-07-05
"New York County",2020-07-06,-68,-37,-45,-64,-66,21,2020-07-06
"New York County",2020-07-07,-65,-25,-27,-62,-65,20,2020-07-07
"New York County",2020-07-08,-66,-28,-33,-63,-64,21,2020-07-08
"New York County",2020-07-09,-64,-24,-22,-60,-64,20,2020-07-09
"New York County",2020-07-10,-76,-46,-66,-66,-66,25,2020-07-10
"New York County",2020-07-11,-67,-23,-37,-59,-24,9,2020-07-11
"New York County",2020-07-12,-64,-25,-16,-55,-26,5,2020-07-12
"New York County",2020-07-13,-63,-29,-28,-62,-64,20,2020-07-13
"New York County",2020-07-14,-62,-25,-18,-61,-64,19,2020-07-14
"New York County",2020-07-15,-62,-27,-18,-61,-63,19,2020-07-15
"New York County",2020-07-16,-62,-25,-20,-61,-63,20,2020-07-16
"New York County",2020-07-17,-65,-31,-39,-61,-62,20,2020-07-17
"New York County",2020-07-18,-64,-27,-16,-55,-24,6,2020-07-18
"New York County",2020-07-19,-67,-33,-30,-58,-29,6,2020-07-19
"New York County",2020-07-20,-64,-34,-35,-62,-65,20,2020-07-20
"New York County",2020-07-21,-63,-29,-24,-61,-64,20,2020-07-21
"New York County",2020-07-22,-66,-34,-38,-62,-64,21,2020-07-22
"New York County",2020-07-23,-64,-26,-33,-61,-63,20,2020-07-23
"New York County",2020-07-24,-65,-31,-40,-61,-62,20,2020-07-24
"New York County",2020-07-25,-62,-24,-6,-53,-24,5,2020-07-25
"New York County",2020-07-26,-64,-31,-22,-56,-27,6,2020-07-26
"New York County",2020-07-27,-63,-33,-33,-61,-64,19,2020-07-27
"New York County",2020-07-28,-63,-30,-27,-61,-64,20,2020-07-28
"New York County",2020-07-29,-62,-29,-23,-60,-64,19,2020-07-29
"New York County",2020-07-30,-63,-28,-27,-61,-64,20,2020-07-30
"New York County",2020-07-31,-64,-32,-38,-60,-63,19,2020-07-31
"New York County",2020-08-01,-61,-26,-7,-53,-25,5,2020-08-01
"New York County",2020-08-02,-65,-33,-32,-59,-30,7,2020-08-02
"New York County",2020-08-03,-60,-28,-27,-60,-63,18,2020-08-03
"New York County",2020-08-04,-72,-43,-49,-66,-69,25,2020-08-04
"New York County",2020-08-05,-60,-24,-14,-59,-63,18,2020-08-05
"New York County",2020-08-06,-60,-24,-19,-60,-64,19,2020-08-06
"New York County",2020-08-07,-64,-32,-42,-60,-62,20,2020-08-07
"New York County",2020-08-08,-60,-24,-6,-54,-25,6,2020-08-08
"New York County",2020-08-09,-61,-29,-14,-54,-28,5,2020-08-09
"New York County",2020-08-10,-61,-31,-27,-61,-64,18,2020-08-10
"New York County",2020-08-11,-61,-28,-20,-60,-64,19,2020-08-11
"New York County",2020-08-12,-64,-31,-32,-61,-64,20,2020-08-12
"New York County",2020-08-13,-64,-29,-35,-61,-64,20,2020-08-13
"New York County",2020-08-14,-62,-28,-25,-58,-62,17,2020-08-14
"New York County",2020-08-15,-59,-24,4,-51,-27,4,2020-08-15
"New York County",2020-08-16,-69,-36,-50,-61,-35,9,2020-08-16
"New York County",2020-08-17,-60,-30,-23,-60,-64,18,2020-08-17
"New York County",2020-08-18,-60,-27,-12,-59,-63,18,2020-08-18
"New York County",2020-08-19,-64,-31,-28,-61,-64,19,2020-08-19
"New York County",2020-08-20,-59,-24,-12,-58,-63,17,2020-08-20
"New York County",2020-08-21,-61,-29,-24,-57,-61,17,2020-08-21
"New York County",2020-08-22,-61,-26,-7,-52,-26,4,2020-08-22
"New York County",2020-08-23,-61,-30,-20,-54,-29,5,2020-08-23
"New York County",2020-08-24,-61,-32,-28,-60,-63,18,2020-08-24
"New York County",2020-08-25,-61,-29,-27,-59,-63,19,2020-08-25
"New York County",2020-08-26,-59,-27,-13,-58,-62,17,2020-08-26
"New York County",2020-08-27,-62,-28,-24,-59,-63,19,2020-08-27
"New York County",2020-08-28,-62,-30,-30,-58,-61,17,2020-08-28
"New York County",2020-08-29,-64,-28,-30,-57,-29,8,2020-08-29
"New York County",2020-08-30,-57,-26,1,-50,-27,3,2020-08-30
"New York County",2020-08-31,-59,-31,-24,-59,-63,18,2020-08-31
"New York County",2020-09-01,-60,-26,-24,-58,-63,18,2020-09-01
"New York County",2020-09-02,-62,-29,-29,-59,-63,19,2020-09-02
"New York County",2020-09-03,-60,-24,-24,-56,-62,18,2020-09-03
"New York County",2020-09-04,-59,-27,-24,-55,-61,15,2020-09-04
"New York County",2020-09-05,-58,-24,2,-49,-26,3,2020-09-05
"New York County",2020-09-06,-57,-28,-3,-49,-27,3,2020-09-06
"New York County",2020-09-07,-65,-42,-16,-70,-77,17,2020-09-07
"New York County",2020-09-08,-60,-24,-20,-56,-62,16,2020-09-08
"New York County",2020-09-09,-60,-25,-20,-56,-61,17,2020-09-09
"New York County",2020-09-10,-64,-27,-38,-58,-63,20,2020-09-10
"New York County",2020-09-11,-58,-24,-20,-54,-59,16,2020-09-11
"New York County",2020-09-12,-55,-20,2,-47,-24,4,2020-09-12
"New York County",2020-09-13,-58,-24,-19,-51,-26,6,2020-09-13
"New York County",2020-09-14,-58,-27,-27,-56,-59,18,2020-09-14
"New York County",2020-09-15,-58,-24,-24,-55,-59,18,2020-09-15
"New York County",2020-09-16,-59,-27,-20,-56,-59,17,2020-09-16
"New York County",2020-09-17,-58,-24,-21,-56,-59,18,2020-09-17
"New York County",2020-09-18,-58,-27,-31,-54,-57,17,2020-09-18
"New York County",2020-09-19,-54,-22,-4,-46,-23,4,2020-09-19
"New York County",2020-09-20,-56,-28,-20,-49,-25,5,2020-09-20
"New York County",2020-09-21,-58,-29,-33,-55,-60,18,2020-09-21
"New York County",2020-09-22,-57,-26,-27,-56,-59,18,2020-09-22
"New York County",2020-09-23,-57,-25,-20,-55,-58,17,2020-09-23
"New York County",2020-09-24,-57,-23,-25,-55,-59,18,2020-09-24
"New York County",2020-09-25,-56,-26,-29,-54,-57,16,2020-09-25
"New York County",2020-09-26,-54,-23,-7,-46,-23,4,2020-09-26
"New York County",2020-09-27,-56,-27,-21,-49,-23,5,2020-09-27
"New York County",2020-09-28,-58,-31,-31,-58,-61,18,2020-09-28
"New York County",2020-09-29,-61,-30,-45,-57,-59,19,2020-09-29
"New York County",2020-09-30,-57,-23,-28,-56,-58,17,2020-09-30
"New York County",2020-10-01,-55,-18,-23,-55,-56,17,2020-10-01
"New York County",2020-10-02,-57,-24,-39,-54,-56,17,2020-10-02
"New York County",2020-10-03,-52,-18,-6,-44,-22,4,2020-10-03
"New York County",2020-10-04,-55,-25,-25,-50,-24,5,2020-10-04
"New York County",2020-10-05,-57,-25,-32,-56,-58,17,2020-10-05
"New York County",2020-10-06,-57,-21,-25,-55,-58,17,2020-10-06
"New York County",2020-10-07,-59,-26,-30,-56,-57,18,2020-10-07
"New York County",2020-10-08,-58,-22,-27,-54,-58,18,2020-10-08
"New York County",2020-10-09,-58,-25,-31,-54,-56,16,2020-10-09
"New York County",2020-10-10,-54,-22,-5,-44,-22,4,2020-10-10
"New York County",2020-10-11,-57,-29,-29,-50,-24,6,2020-10-11
"New York County",2020-10-12,-69,-48,-67,-66,-67,22,2020-10-12
"New York County",2020-10-13,-62,-28,-45,-57,-59,19,2020-10-13
"New York County",2020-10-14,-57,-22,-22,-53,-56,17,2020-10-14
"New York County",2020-10-15,-56,-20,-19,-52,-57,17,2020-10-15
"New York County",2020-10-16,-67,-39,-62,-57,-58,21,2020-10-16
"New York County",2020-10-17,-52,-17,-11,-44,-22,5,2020-10-17
"New York County",2020-10-18,-55,-26,-25,-48,-23,5,2020-10-18
"New York County",2020-10-19,-59,-28,-34,-54,-57,18,2020-10-19
"New York County",2020-10-20,-59,-25,-32,-54,-57,18,2020-10-20
"New York County",2020-10-21,-58,-24,-28,-55,-56,18,2020-10-21
"New York County",2020-10-22,-57,-20,-27,-54,-56,18,2020-10-22
"New York County",2020-10-23,-56,-23,-35,-54,-55,17,2020-10-23
"New York County",2020-10-24,-52,-18,-11,-46,-22,5,2020-10-24
"New York County",2020-10-25,-56,-26,-36,-49,-25,6,2020-10-25
"New York County",2020-10-26,-60,-30,-49,-57,-58,19,2020-10-26
"New York County",2020-10-27,-57,-22,-32,-55,-57,18,2020-10-27
"New York County",2020-10-28,-60,-27,-42,-56,-56,18,2020-10-28
"New York County",2020-10-29,-66,-37,-60,-59,-59,21,2020-10-29
"New York County",2020-10-30,-62,-27,-59,-57,-57,19,2020-10-30
"New York County",2020-10-31,-53,-14,-20,-46,-21,5,2020-10-31
"New York County",2020-11-01,-63,-33,-57,-54,-27,8,2020-11-01
"New York County",2020-11-02,-59,-26,-51,-57,-57,18,2020-11-02
"New York County",2020-11-03,-61,-22,-46,-59,-61,19,2020-11-03
"New York County",2020-11-04,-62,-29,-38,-58,-57,19,2020-11-04
"New York County",2020-11-05,-59,-23,-31,-55,-56,18,2020-11-05
"New York County",2020-11-06,-58,-26,-37,-54,-54,17,2020-11-06
"New York County",2020-11-07,-50,-19,8,-42,-19,4,2020-11-07
"New York County",2020-11-08,-52,-24,-13,-45,-21,5,2020-11-08
"New York County",2020-11-09,-58,-27,-31,-55,-55,18,2020-11-09
"New York County",2020-11-10,-57,-23,-24,-54,-55,17,2020-11-10
"New York County",2020-11-11,-64,-35,-49,-61,-61,21,2020-11-11
"New York County",2020-11-12,-63,-28,-53,-57,-57,21,2020-11-12
"New York County",2020-11-13,-61,-27,-55,-56,-55,20,2020-11-13
"New York County",2020-11-14,-54,-18,-23,-46,-21,6,2020-11-14
"New York County",2020-11-15,-60,-29,-45,-52,-25,8,2020-11-15
"New York County",2020-11-16,-59,-29,-44,-56,-56,19,2020-11-16
"New York County",2020-11-17,-61,-27,-47,-55,-57,19,2020-11-17
"New York County",2020-11-18,-63,-31,-50,-57,-56,20,2020-11-18
"New York County",2020-11-19,-61,-24,-44,-56,-58,20,2020-11-19
"New York County",2020-11-20,-60,-26,-41,-55,-56,19,2020-11-20
"New York County",2020-11-21,-55,-20,-18,-46,-20,7,2020-11-21
"New York County",2020-11-22,-60,-29,-48,-53,-23,8,2020-11-22
"New York County",2020-11-23,-61,-30,-50,-58,-58,20,2020-11-23
"New York County",2020-11-24,-59,-20,-40,-55,-57,18,2020-11-24
"New York County",2020-11-25,-58,-13,-38,-57,-58,16,2020-11-25
"New York County",2020-11-26,-83,-50,-54,-77,-80,24,2020-11-26
"New York County",2020-11-27,-65,-43,-41,-67,-68,20,2020-11-27
"New York County",2020-11-28,-59,-32,-25,-52,-22,8,2020-11-28
"New York County",2020-11-29,-58,-32,-31,-51,-22,6,2020-11-29
"New York County",2020-11-30,-68,-45,-62,-61,-61,22,2020-11-30
"New York County",2020-12-01,-61,-24,-45,-56,-58,19,2020-12-01
"New York County",2020-12-02,-63,-30,-49,-59,-57,20,2020-12-02
"New York County",2020-12-03,-61,-24,-40,-57,-57,20,2020-12-03
"New York County",2020-12-04,-64,-30,-56,-58,-56,21,2020-12-04
"New York County",2020-12-05,-62,-30,-48,-55,-25,11,2020-12-05
"New York County",2020-12-06,-57,-28,-41,-52,-23,8,2020-12-06
"New York County",2020-12-07,-61,-30,-50,-58,-58,20,2020-12-07
"New York County",2020-12-08,-63,-29,-51,-59,-57,20,2020-12-08
"New York County",2020-12-09,-64,-32,-51,-59,-57,21,2020-12-09
"New York County",2020-12-10,-61,-24,-37,-57,-57,20,2020-12-10
"New York County",2020-12-11,-60,-27,-39,-57,-55,19,2020-12-11
"New York County",2020-12-12,-58,-25,-25,-51,-22,9,2020-12-12
"New York County",2020-12-13,-52,-25,-13,-49,-21,7,2020-12-13
"New York County",2020-12-14,-66,-38,-58,-61,-60,21,2020-12-14
"New York County",2020-12-15,-60,-20,-43,-57,-58,18,2020-12-15
"New York County",2020-12-16,-70,-30,-55,-62,-61,23,2020-12-16
"New York County",2020-12-17,-79,-55,-58,-73,-73,30,2020-12-17
"New York County",2020-12-18,-67,-36,-58,-58,-59,22,2020-12-18
"New York County",2020-12-19,-62,-28,-38,-52,-24,10,2020-12-19
"New York County",2020-12-20,-63,-34,-49,-55,-25,10,2020-12-20
"New York County",2020-12-21,-58,-28,-44,-58,-59,18,2020-12-21
"New York County",2020-12-22,-57,-22,-40,-57,-59,18,2020-12-22
"New York County",2020-12-23,-56,-18,-32,-57,-58,16,2020-12-23
"New York County",2020-12-24,-63,-19,-43,-65,-66,19,2020-12-24
"New York County",2020-12-25,-87,-68,-57,-81,-83,29,2020-12-25
"New York County",2020-12-26,-66,-38,-35,-58,-28,10,2020-12-26
"New York County",2020-12-27,-63,-38,-34,-55,-24,9,2020-12-27
"New York County",2020-12-28,-60,-33,-31,-60,-62,19,2020-12-28
"New York County",2020-12-29,-62,-31,-39,-61,-63,20,2020-12-29
"New York County",2020-12-30,-61,-26,-34,-60,-62,19,2020-12-30
"New York County",2020-12-31,-65,-22,-49,-65,-66,20,2020-12-31
"New York County",2021-01-01,-81,-62,-59,-79,-80,29,2021-01-01
"New York County",2021-01-02,-61,-27,-16,-53,-27,9,2021-01-02
"New York County",2021-01-03,-72,-44,-66,-62,-30,12,2021-01-03
"New York County",2021-01-04,-65,-32,-51,-59,-59,20,2021-01-04
"New York County",2021-01-05,-66,-29,-51,-61,-60,21,2021-01-05
"New York County",2021-01-06,-67,-33,-51,-61,-59,21,2021-01-06
"New York County",2021-01-07,-67,-30,-50,-61,-59,21,2021-01-07
"New York County",2021-01-08,-68,-34,-60,-61,-58,21,2021-01-08
"New York County",2021-01-09,-65,-30,-50,-56,-27,10,2021-01-09
"New York County",2021-01-10,-65,-33,-50,-58,-28,10,2021-01-10
"New York County",2021-01-11,-66,-36,-58,-62,-59,21,2021-01-11
"New York County",2021-01-12,-66,-31,-49,-61,-59,20,2021-01-12
"New York County",2021-01-13,-67,-34,-52,-62,-59,20,2021-01-13
"New York County",2021-01-14,-66,-31,-46,-62,-60,20,2021-01-14
"New York County",2021-01-15,-68,-36,-60,-62,-59,20,2021-01-15
"New York County",2021-01-16,-65,-31,-46,-57,-29,9,2021-01-16
"New York County",2021-01-17,-64,-36,-49,-58,-30,9,2021-01-17
"New York County",2021-01-18,-66,-40,-50,-70,-70,21,2021-01-18
"New York County",2021-01-19,-67,-34,-53,-62,-60,20,2021-01-19
"New York County",2021-01-20,-70,-39,-58,-64,-61,22,2021-01-20
"New York County",2021-01-21,-67,-32,-52,-62,-60,21,2021-01-21
"New York County",2021-01-22,-67,-33,-57,-61,-58,20,2021-01-22
"New York County",2021-01-23,-67,-33,-56,-58,-31,10,2021-01-23
"New York County",2021-01-24,-68,-38,-61,-61,-32,10,2021-01-24
"New York County",2021-01-25,-67,-38,-59,-63,-60,21,2021-01-25
"New York County",2021-01-26,-71,-40,-64,-64,-61,22,2021-01-26
"New York County",2021-01-27,-68,-35,-56,-62,-59,20,2021-01-27
"New York County",2021-01-28,-68,-34,-57,-62,-60,21,2021-01-28
"New York County",2021-01-29,-72,-41,-70,-63,-60,23,2021-01-29
"Queens County",2020-02-15,-2,-5,-11,-5,2,0,2020-02-15
"Queens County",2020-02-16,1,-5,5,-5,-1,-1,2020-02-16
"Queens County",2020-02-17,7,0,39,-16,-38,10,2020-02-17
"Queens County",2020-02-18,0,-4,-7,-5,-9,3,2020-02-18
"Queens County",2020-02-19,3,-2,14,-5,-9,2,2020-02-19
"Queens County",2020-02-20,0,-4,-6,-4,-9,3,2020-02-20
"Queens County",2020-02-21,-4,-8,-11,-5,-9,4,2020-02-21
"Queens County",2020-02-22,6,-1,37,0,4,-1,2020-02-22
"Queens County",2020-02-23,5,-1,69,-2,1,-1,2020-02-23
"Queens County",2020-02-24,3,-1,31,-3,5,0,2020-02-24
"Queens County",2020-02-25,-3,-5,-4,-2,3,0,2020-02-25
"Queens County",2020-02-26,1,0,-4,-3,3,0,2020-02-26
"Queens County",2020-02-27,1,-1,0,-2,3,0,2020-02-27
"Queens County",2020-02-28,-1,0,-4,-1,4,0,2020-02-28
"Queens County",2020-02-29,4,1,0,-1,5,0,2020-02-29
"Queens County",2020-03-01,3,1,14,-4,1,0,2020-03-01
"Queens County",2020-03-02,4,5,25,-4,6,0,2020-03-02
"Queens County",2020-03-03,2,4,9,-3,4,0,2020-03-03
"Queens County",2020-03-04,7,8,28,-4,2,0,2020-03-04
"Queens County",2020-03-05,8,8,31,-2,3,0,2020-03-05
"Queens County",2020-03-06,-4,-2,-10,-5,4,1,2020-03-06
"Queens County",2020-03-07,6,9,27,-2,6,0,2020-03-07
"Queens County",2020-03-08,4,6,85,-7,0,0,2020-03-08
"Queens County",2020-03-09,7,8,84,-7,4,0,2020-03-09
"Queens County",2020-03-10,4,10,33,-10,0,2,2020-03-10
"Queens County",2020-03-11,5,12,38,-10,-1,2,2020-03-11
"Queens County",2020-03-12,2,31,12,-14,-5,4,2020-03-12
"Queens County",2020-03-13,-2,36,30,-18,-8,6,2020-03-13
"Queens County",2020-03-14,-6,26,67,-20,-3,4,2020-03-14
"Queens County",2020-03-15,-13,17,69,-27,-10,5,2020-03-15
"Queens County",2020-03-16,-15,29,-1,-34,-27,13,2020-03-16
"Queens County",2020-03-17,-26,24,12,-40,-35,17,2020-03-17
"Queens County",2020-03-18,-28,19,38,-44,-38,18,2020-03-18
"Queens County",2020-03-19,-36,5,5,-50,-43,22,2020-03-19
"Queens County",2020-03-20,-36,17,40,-51,-47,23,2020-03-20
"Queens County",2020-03-21,-43,9,40,-51,-38,16,2020-03-21
"Queens County",2020-03-22,-57,-20,-7,-63,-45,16,2020-03-22
"Queens County",2020-03-23,-66,-42,-63,-72,-63,31,2020-03-23
"Queens County",2020-03-24,-53,-15,21,-66,-63,30,2020-03-24
"Queens County",2020-03-25,-59,-26,-33,-69,-64,31,2020-03-25
"Queens County",2020-03-26,-55,-19,24,-68,-65,31,2020-03-26
"Queens County",2020-03-27,-58,-21,28,-68,-65,33,2020-03-27
"Queens County",2020-03-28,-68,-33,-49,-71,-58,23,2020-03-28
"Queens County",2020-03-29,-69,-37,-52,-75,-58,20,2020-03-29
"Queens County",2020-03-30,-59,-28,-22,-73,-68,32,2020-03-30
"Queens County",2020-03-31,-60,-28,-24,-73,-70,33,2020-03-31
"Queens County",2020-04-01,-58,-25,-3,-73,-71,33,2020-04-01
"Queens County",2020-04-02,-60,-26,-21,-74,-71,35,2020-04-02
"Queens County",2020-04-03,-64,-29,-53,-74,-71,37,2020-04-03
"Queens County",2020-04-04,-65,-28,4,-72,-61,23,2020-04-04
"Queens County",2020-04-05,-69,-38,-11,-77,-60,20,2020-04-05
"Queens County",2020-04-06,-61,-28,8,-75,-71,33,2020-04-06
"Queens County",2020-04-07,-68,-21,5,-75,-72,34,2020-04-07
"Queens County",2020-04-08,-69,-23,-3,-75,-73,34,2020-04-08
"Queens County",2020-04-09,-72,-27,-38,-77,-74,36,2020-04-09
"Queens County",2020-04-10,-73,-25,-46,-77,-75,38,2020-04-10
"Queens County",2020-04-11,-71,-22,11,-73,-62,23,2020-04-11
"Queens County",2020-04-12,-77,-44,0,-77,-61,20,2020-04-12
"Queens County",2020-04-13,-78,-48,-55,-80,-73,36,2020-04-13
"Queens County",2020-04-14,-64,-22,12,-73,-70,33,2020-04-14
"Queens County",2020-04-15,-65,-25,1,-74,-71,34,2020-04-15
"Queens County",2020-04-16,-66,-25,-15,-75,-71,34,2020-04-16
"Queens County",2020-04-17,-68,-25,-26,-74,-69,36,2020-04-17
"Queens County",2020-04-18,-72,-32,-37,-74,-59,24,2020-04-18
"Queens County",2020-04-19,-70,-33,40,-74,-56,19,2020-04-19
"Queens County",2020-04-20,-66,-27,1,-74,-67,32,2020-04-20
"Queens County",2020-04-21,-69,-33,-25,-76,-69,33,2020-04-21
"Queens County",2020-04-22,-64,-22,1,-73,-68,32,2020-04-22
"Queens County",2020-04-23,-65,-24,-13,-74,-68,33,2020-04-23
"Queens County",2020-04-24,-70,-31,-46,-75,-68,36,2020-04-24
"Queens County",2020-04-25,-64,-20,93,-68,-54,20,2020-04-25
"Queens County",2020-04-26,-75,-43,-52,-77,-56,20,2020-04-26
"Queens County",2020-04-27,-65,-28,-23,-74,-65,31,2020-04-27
"Queens County",2020-04-28,-59,-17,75,-70,-65,25,2020-04-28
"Queens County",2020-04-29,-64,-26,-17,-73,-66,31,2020-04-29
"Queens County",2020-04-30,-64,-28,-37,-74,-67,33,2020-04-30
"Queens County",2020-05-01,-61,-19,-3,-70,-65,33,2020-05-01
"Queens County",2020-05-02,-58,-13,146,-64,-50,18,2020-05-02
"Queens County",2020-05-03,-61,-25,119,-69,-49,15,2020-05-03
"Queens County",2020-05-04,-57,-20,29,-70,-62,29,2020-05-04
"Queens County",2020-05-05,-55,-13,43,-68,-63,28,2020-05-05
"Queens County",2020-05-06,-61,-23,-28,-71,-63,30,2020-05-06
"Queens County",2020-05-07,-54,-8,71,-68,-63,29,2020-05-07
"Queens County",2020-05-08,-61,-17,-30,-70,-62,31,2020-05-08
"Queens County",2020-05-09,-60,-12,-3,-65,-48,19,2020-05-09
"Queens County",2020-05-10,-57,-19,72,-66,-45,14,2020-05-10
"Queens County",2020-05-11,-60,-25,-7,-71,-60,29,2020-05-11
"Queens County",2020-05-12,-55,-12,47,-67,-60,28,2020-05-12
"Queens County",2020-05-13,-53,-12,59,-67,-60,28,2020-05-13
"Queens County",2020-05-14,-52,-10,64,-67,-60,26,2020-05-14
"Queens County",2020-05-15,-52,-10,86,-65,-59,28,2020-05-15
"Queens County",2020-05-16,-53,-10,154,-61,-45,16,2020-05-16
"Queens County",2020-05-17,-56,-20,114,-66,-42,14,2020-05-17
"Queens County",2020-05-18,-51,-14,52,-66,-57,26,2020-05-18
"Queens County",2020-05-19,-49,-9,52,-65,-58,26,2020-05-19
"Queens County",2020-05-20,-48,-8,69,-65,-58,26,2020-05-20
"Queens County",2020-05-21,-47,-5,88,-65,-58,26,2020-05-21
"Queens County",2020-05-22,-50,-7,57,-64,-56,27,2020-05-22
"Queens County",2020-05-23,-59,-19,-9,-65,-43,18,2020-05-23
"Queens County",2020-05-24,-52,-14,143,-64,-40,11,2020-05-24
"Queens County",2020-05-25,-53,-15,142,-72,-74,28,2020-05-25
"Queens County",2020-05-26,-46,-8,104,-63,-55,24,2020-05-26
"Queens County",2020-05-27,-45,-7,101,-63,-55,24,2020-05-27
"Queens County",2020-05-28,-47,-8,51,-64,-56,26,2020-05-28
"Queens County",2020-05-29,-48,-7,75,-63,-55,27,2020-05-29
"Queens County",2020-05-30,-47,-6,193,-56,-34,13,2020-05-30
"Queens County",2020-05-31,-49,-14,174,-61,-33,11,2020-05-31
"Queens County",2020-06-01,-45,-10,78,-63,-52,23,2020-06-01
"Queens County",2020-06-02,-47,-11,60,-63,-54,25,2020-06-02
"Queens County",2020-06-03,-48,-11,54,-64,-54,25,2020-06-03
"Queens County",2020-06-04,-44,-5,103,-62,-54,24,2020-06-04
"Queens County",2020-06-05,-50,-11,20,-62,-53,26,2020-06-05
"Queens County",2020-06-06,-46,-7,145,-55,-33,13,2020-06-06
"Queens County",2020-06-07,-45,-10,211,-58,-32,9,2020-06-07
"Queens County",2020-06-08,-40,-5,114,-60,-49,21,2020-06-08
"Queens County",2020-06-09,-39,-2,138,-59,-51,21,2020-06-09
"Queens County",2020-06-10,-39,-3,122,-58,-50,21,2020-06-10
"Queens County",2020-06-11,-43,-9,38,-61,-52,23,2020-06-11
"Queens County",2020-06-12,-39,1,127,-56,-49,21,2020-06-12
"Queens County",2020-06-13,-39,0,219,-50,-28,9,2020-06-13
"Queens County",2020-06-14,-42,-10,210,-55,-28,8,2020-06-14
"Queens County",2020-06-15,-38,-6,102,-58,-48,20,2020-06-15
"Queens County",2020-06-16,-36,-1,131,-56,-49,20,2020-06-16
"Queens County",2020-06-17,-37,-2,109,-56,-49,20,2020-06-17
"Queens County",2020-06-18,-37,1,106,-56,-50,20,2020-06-18
"Queens County",2020-06-19,-38,1,123,-54,-49,19,2020-06-19
"Queens County",2020-06-20,-39,4,205,-49,-27,8,2020-06-20
"Queens County",2020-06-21,-43,-7,198,-54,-26,6,2020-06-21
"Queens County",2020-06-22,-35,-7,117,-55,-49,18,2020-06-22
"Queens County",2020-06-23,-30,2,137,-52,-50,17,2020-06-23
"Queens County",2020-06-24,-31,0,126,-53,-48,18,2020-06-24
"Queens County",2020-06-25,-30,2,122,-53,-48,18,2020-06-25
"Queens County",2020-06-26,-33,1,127,-51,-47,17,2020-06-26
"Queens County",2020-06-27,-38,-5,109,-47,-28,9,2020-06-27
"Queens County",2020-06-28,-37,-10,175,-51,-24,7,2020-06-28
"Queens County",2020-06-29,-29,-4,111,-53,-45,17,2020-06-29
"Queens County",2020-06-30,-25,1,107,-52,-47,17,2020-06-30
"Queens County",2020-07-01,-26,0,94,-52,-47,17,2020-07-01
"Queens County",2020-07-02,-20,9,152,-49,-47,15,2020-07-02
"Queens County",2020-07-03,-27,10,84,-53,-59,20,2020-07-03
"Queens County",2020-07-04,-44,-7,228,-51,-38,7,2020-07-04
"Queens County",2020-07-05,-38,-16,186,-51,-28,5,2020-07-05
"Queens County",2020-07-06,-32,-10,63,-54,-48,17,2020-07-06
"Queens County",2020-07-07,-25,4,109,-50,-48,16,2020-07-07
