Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
M,Completely Locked,06/19/2020 01:02:21 PM,M065,M065,,UnderConstruction,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Columbia St, Delancey St and Bialystoker Pl",Luther Gulick Park,POINT (-73.98139696745562 40.71573081296455),Adults not allowed in some locations,M065-CPA-0001,03/31/2020 07:11:11 PM,,103,M-03
B,Partially Locked,06/23/2020 10:01:04 AM,B258,B258,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ralph Ave. bet. Chauncey St. and Sumpter St.,Brevoort Playground,POINT (-73.92280862800914 40.680847057266085),Adults Allowed,B258-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
X,Not Lockable,06/22/2020 11:18:46 AM,X039,X039-99,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,On Beachfront-Sand Area (MPPA Section 11-12),Orchard Beach Plgd,POINT (-73.79427184154163 40.8630748635306),Unknown,X039-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,228,X-15A
M,Completely Locked,06/19/2020 10:03:08 AM,M194,M194,,Reopened,false,Not Applicable,"Catherine Slip, Madison St. and South St.",Alfred E. Smith Playground,POINT (-73.99713869035907 40.71117447078115),Adults Allowed,M194-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
Q,Completely Locked,06/21/2020 06:55:59 PM,Q306,Q306,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Alderton St. bet. Dieterle Cr. and Ellwell Cr.,The Painter's Playground,POINT (-73.85980013552106 40.72060008824243),Adults Allowed,Q306-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:45:00 AM,406,Q-06
B,Completely Locked,06/24/2020 10:45:14 AM,B207,B207,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E. 38 St., Ave. M, Flatlands Ave.",Sarsfield Playground,POINT (-73.93755898125029 40.62011508710501),Adults Allowed,B207-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,318,B-18
M,Completely Locked,06/22/2020 03:15:13 PM,M295,M295,,Reopened,,,Mercer St. bet. Houston St. and W. 4 St.,Mercer Playground,POINT (-73.99623838403843 40.72758662037959),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,102,M-02
B,Completely Locked,06/22/2020 03:45:07 PM,B051,B051,,Reopened,false,Not Applicable,Ave. S bet. E. 14 St. and E. 15 St.,Kelly Park Playground,POINT (-73.95797327688167 40.60368951761293),Adults Allowed,B051-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
X,Completely Locked,06/22/2020 11:14:05 AM,X232,X232,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,Burns Playground,POINT (-73.83655519913536 40.86292548298791),Adults Allowed,X232-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,211,X-11
B,Completely Locked,06/23/2020 10:01:04 AM,B317,B317,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave. and Franklin Ave.,Lafayette Gardens Playground,POINT (-73.95756560145621 40.689671068797146),Adults Allowed,B317-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
M,Completely Locked,06/22/2020 11:09:18 AM,M010,M010-241,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,110 St & Cathedral Pkwy,110th St Plgd,POINT (-73.95704423078804 40.799783354605296),Unknown,M010-CPA-0019,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
B,Completely Locked,06/22/2020 12:30:41 PM,B246,B246,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Wortman Ave. between Jerome St. and Warwick St.,Jerome Playground,POINT (-73.87939357698806 40.65902437404547),Adults Allowed,B246-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
Q,Partially Locked,06/21/2020 11:31:08 AM,Q293,Q293,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,56 Ave. bet. 201 St. and 202 St.,Saul Weprin Playground,POINT (-73.77613417367007 40.74775132444976),Adults Allowed,Q293-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 11:31:06 AM,411,Q-11
X,Completely Locked,06/22/2020 09:30:14 AM,X272,X272,,Reopened,false,Not Applicable,E. 136 St. bet. Brown Pl. and Willis Ave.,Ranaqua Playground,POINT (-73.92207065897992 40.80682346455027),Adults Allowed,X272-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
B,Completely Locked,06/22/2020 12:22:58 PM,B078,B078,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Vermont St. bet. Pitkin Ave. and Belmont Ave.,Grace Playground,POINT (-73.89450017182706 40.67188242569933),Adults Allowed,B078-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
B,Partially Locked,06/22/2020 12:32:23 PM,B214,B214-01,,Reopened,false,Not Applicable,"Vermont St, Stanley Ave, Gershwin JHS, Fence Betw Courts & Football Field",Linden Park,POINT (-73.88782089417894 40.658162128215956),Adults Allowed,B214-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
Q,Partially Locked,06/21/2020 04:56:36 PM,Q460,Q460,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Cross Bay Blvd., Channel Rd. bet. E. 16 Rd. and E. 18 Rd.",Broad Channel Park,POINT (-73.8200066158419 40.60055362124538),Unknown,Q460-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
Q,Completely Locked,06/22/2020 04:28:49 PM,Q436,Q436,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,30 Ave. bet. 29 St. and 30 St.,Athens Square,POINT (-73.92275860285002 40.767780310478834),Adults Allowed,Q436-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
Q,Partially Locked,06/23/2020 11:11:01 AM,Q404,Q404,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,115 Rd. bet. 218 St. and 2019 St.,East Springfield Playground,POINT (-73.74004938714423 40.698736062835906),Adults Allowed,Q404-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:59 AM,413,Q-13
M,Completely Locked,06/22/2020 03:50:05 PM,M240,M240,,UnderConstruction,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Audubon Ave., W. 169 St. and W. 170 St.",Audubon Playground,POINT (-73.93813598595109 40.84173305079142),Adults Allowed,M240-CPA-0001,03/31/2020 07:11:11 PM,,112,M-12A
X,Completely Locked,06/22/2020 10:29:17 AM,X244,X244,,Reopened,false,Not Applicable,W. 181 St. bet. Grand Ave. and Davidson,Grand Playground,POINT (-73.90729794201764 40.855841879504794),Adults not allowed in some locations,X244-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
X,Completely Locked,06/22/2020 10:15:17 AM,X271,X271,,UnderConstruction,false,Not Applicable,E 170 St bet. Sheridan Av and Morris Av,Grant Park,POINT (-73.91387359355451 40.836061939132186),Unknown,X271-CPA-0001,03/31/2020 07:11:11 PM,,204,X-04
M,Partially Locked,06/22/2020 10:49:20 AM,M077,M077-04,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 129 St & St Nicholas Terr,St Nicholas,POINT (-73.95088245116692 40.813667511014955),Adults Allowed,M077-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
R,Completely Locked,06/19/2020 01:54:41 PM,R046,R046-07,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Bet Graham Blvd, Jefferson Ave, Father Capodanno Blvd.",Midland Beach Playground,POINT (-74.08451083138573 40.57443612280323),Adults Allowed,R046-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,595,R-02B
Q,Not Lockable,06/21/2020 03:03:32 PM,Q330,Q330,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,121 Ave. bet. Lucas St. and 192 St.,Locust Manor Playground,POINT (-73.75636602466213 40.68574483631508),Adults Allowed,Q330-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
X,Completely Locked,06/22/2020 11:14:47 AM,X214,X214,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Olinville Ave. at Rosewood St.,Magenta Playground,POINT (-73.86785202078039 40.87347196656909),Adults Allowed,X214-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,212,X-12
M,Completely Locked,06/22/2020 11:14:47 AM,M010,M010-031,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"62 St, Bet West & Center Drs",Heckscher Plgd,POINT (-73.97729696782677 40.768626553726456),Unknown,M010-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
R,Completely Locked,06/22/2020 02:37:38 PM,R072,R072,,UnderConstruction,,,"Adelaide Ave., Clawson St.",Clawson Playground,POINT (-74.12383653444225 40.56060720763714),,,03/31/2020 07:11:11 PM,,503,R-03
M,Completely Locked,06/19/2020 10:12:12 AM,M235,M235,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"E. Broadway, Henry St., Gouverneur St.",Sol Lain Plgd,POINT (-73.98413844911565 40.71412703257847),Adults not allowed in some locations,M235-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
M,Completely Locked,06/22/2020 05:39:13 PM,M208E,M208E,,Reopened,,,"E. 127 St., 2 Ave., and Harlem River Drive",Crack Is Wack Playground,POINT (-73.93177320489765 40.8043586737293),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,111,M-11
M,Completely Locked,06/22/2020 11:12:13 AM,M010,M010-164,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,81 St & Central Pk West,Diana Ross Plgd,POINT (-73.97098713116348 40.782260974513115),Unknown,M010-CPA-0009,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
B,Completely Locked,06/23/2020 10:01:04 AM,B313,B313,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,El Shabazz Playground,POINT (-73.93085348990532 40.682859010780874),Adults Allowed,B313-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
Q,Partially Locked,06/21/2020 11:27:34 AM,Q346,Q346,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,251 St. bet. 61 Ave. and 63 Ave.,Challenge Playground,POINT (-73.72806254272606 40.75709612629377),Adults Allowed,Q346-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 11:27:31 AM,411,Q-11
Q,Completely Locked,06/21/2020 01:04:53 PM,Q024,Q024-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,164 St & Lithonia,Playground,POINT (-73.80313965720343 40.748674361455166),Unknown,Q024-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:04:51 PM,407,Q-07
X,Completely Locked,06/22/2020 09:47:28 AM,X153,X153-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Merriam & Ogden Aves, W 168 St, University",Merriam Plgd (Lower),POINT (-73.92619832084705 40.83921155455488),Adults not allowed in some locations,X153-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
M,Completely Locked,06/22/2020 04:37:17 PM,M213,M213,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"N/s E. 104 St., Madison Ave. and Park Ave.",Mae Grant Playground,POINT (-73.94962355905972 40.792469308207465),Adults Allowed,M213-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,111,M-11
M,Partially Locked,06/22/2020 12:58:48 PM,M141,M141,,Reopened,false,Not Applicable,"Harlem River Dr., W. 151 St. To W. 154 St.",Harlem Lane Playground,POINT (-73.9347147647569 40.82509503019337),Adults not allowed in some locations,M141-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
B,Completely Locked,06/24/2020 10:49:18 AM,B249,B249,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Dumont Ave. between Powell St. and Mother Gaston Blvd.,Van Dyke Playground,POINT (-73.90426821219393 40.664625189809804),Adults not allowed in some locations,B249-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,316,B-16
B,Completely Locked,06/22/2020 04:15:01 PM,B158,B158,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,18 Ave. bet. 83 St. and 82 St.,Garibaldi Playground,POINT (-74.00011845336108 40.60893573535234),Adults Allowed,B158-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,311,B-11
M,Completely Locked,06/19/2020 10:04:49 AM,M019,M019,,Reopened,false,Not Applicable,"Cherry St, Pike St, Monroe St",Coleman Playground,POINT (-73.99377325138477 40.71086147617128),Adults Allowed,M019-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/22/2020 01:35:26 PM,B360,B360,,Reopened,false,Not Applicable,Remsen Ave. and Glenwood Rd.,Remsen Playground,POINT (-73.9075718203052 40.64203150686178),Adults Allowed,B360-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
B,Completely Locked,06/24/2020 11:34:44 AM,B293,B293,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave. and Classon Ave.,Classon Playground,POINT (-73.96046436382187 40.68927820402047),Adults Allowed,B293-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,302,B-02
X,Partially Locked,06/22/2020 10:07:22 AM,X147A,X147A-01,,Reopened,false,Not Applicable,"Sheridan Exwy, Bronx River, S/o E 174 St Bridge",Starlight Park Playground,POINT (-73.8820320094127 40.834373989347455),Adults not allowed in some locations,X147A-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-14
Q,Partially Locked,06/19/2020 01:40:13 PM,Q373,Q373,,Reopened,false,Not Applicable,"100 St., 98 St. bet. 24 Ave. and 25 Ave.",East Elmhurst Playground,POINT (-73.87163649279604 40.7657287245674),Adults Allowed,Q373-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:40:11 PM,403,Q-03
B,Completely Locked,06/22/2020 11:24:26 AM,B141,B141,,Reopened,false,Not Applicable,Atlantic Ave. bet. Fountain Ave. and N. Conduit Ave.,City Line Park,POINT (-73.87403261797333 40.67888626993225),Adults Allowed,B141-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
Q,Completely Locked,06/23/2020 09:27:35 AM,Q361,Q361,,UnderConstruction,false,Not Applicable,"Broadway., 82 St., 45 Ave.",Moore Homestead Playground,POINT (-73.88274481140559 40.74217570081207),Adults Allowed,Q361-CPA-0001,03/31/2020 07:11:11 PM,,404,Q-04
X,Completely Locked,06/22/2020 10:03:12 AM,X014,X014,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 165 St. and Rogers Pl.,Horseshoe Playground,POINT (-73.89770702840573 40.82406797074609),Adults Allowed,X014-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
B,Completely Locked,06/22/2020 03:01:24 PM,B114,B114-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Nassau Ave Bet Monitor St & Russell St,Monsignor Mcgolrick Playground,POINT (-73.94355865987986 40.72526513474084),Adults not allowed in some locations,B114-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
M,Completely Locked,06/25/2020 02:00:34 PM,M303,M303,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. 139 St. bet. Adam C Powell Blvd. and Lenox Ave.,Abyssinian Tot Lot,POINT (-73.9409349785114 40.817138572175324),Adults Allowed,M303-CPA-0001,03/31/2020 07:11:11 PM,06/25/2020 12:00:00 AM,110,M-10
Q,Not Lockable,06/21/2020 02:55:40 PM,Q118,Q118,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Liberty Ave. bet. 101 St. and 102 St.,Police Officer Nicholas Demutiis Park,POINT (-73.8394556358225 40.6816237534203),Adults Allowed,Q118-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
X,Completely Locked,06/22/2020 11:11:33 AM,X087,X087,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Britton St. bet. Olinville Ave. and Barker Ave.,Zimmerman Playground,POINT (-73.86873948234773 40.86615553574015),Adults Allowed,X087-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,211,X-11
B,Completely Locked,06/22/2020 12:38:34 PM,B270,B270,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hegeman Ave., Linden Blvd. bet. Powell St. and Mother Gaston Blvd.",Brownsville Playground,POINT (-73.90154432245689 40.65666003236532),Adults Allowed,B270-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
B,Completely Locked,06/22/2020 03:35:50 PM,B193,B193,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Albany Ave., E. New York Ave., Lefferts Ave.",Hamilton Metz Field,POINT (-73.94034877103694 40.662744455793245),Adults Allowed,B193-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,309,B-09
M,Completely Locked,06/22/2020 05:19:55 PM,M256,M256,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E. 48 St. To E. 49 St., FDR",MacArthur Playground,POINT (-73.96511753921995 40.752179794004),Adults Allowed,M256-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
M,Completely Locked,06/19/2020 10:11:14 AM,M105,M105-04,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Rivington St,Rivington St Plgd,POINT (-73.99176620383473 40.721334745620375),Adults Allowed,M105-CPA-0002,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/24/2020 09:40:59 AM,B225,B225,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",St. Andrew's Playground,POINT (-73.94170461270342 40.67898957307721),Adults Allowed,B225-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,303,B-03
X,Completely Locked,06/22/2020 09:40:41 AM,X030,X030-02,,Reopened,false,Not Applicable,Northwest Corner Of Zone 2 Heritage Field,Heritage Field Playground,POINT (-73.92783779539239 40.82774374409822),Adults not allowed in some locations,X030-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
